iter	Logloss
171	0.2551497468
172	0.2549985258
173	0.2549025375
174	0.2546004011
175	0.2542965246
176	0.2540458329
177	0.2539164541
178	0.2538372174
179	0.2537394907
180	0.2536784321
181	0.253370742
182	0.2530151672
183	0.2525398402
184	0.2520918892
185	0.2520192491
186	0.2516779736
187	0.2516236421
188	0.2515047371
189	0.2513496199
190	0.2512236273
191	0.2509488531
192	0.2508667281
193	0.2506110079
194	0.2504879117
195	0.2504103528
196	0.2503191737
197	0.2501928469
198	0.2500410879
199	0.2499380503
200	0.2498728865
201	0.2497598135
202	0.2496750529
203	0.2492303694
204	0.2491035805
205	0.2485885139
206	0.2483728878
207	0.2481023466
208	0.2478677694
209	0.2477481353
210	0.2475061931
211	0.2474003093
212	0.2471089445
213	0.2470350965
214	0.2469333037
215	0.2467998758
216	0.2467012671
217	0.2465696577
218	0.2464633219
219	0.2462125372
220	0.2459139168
221	0.245809727
222	0.2457259391
223	0.2456607127
224	0.2455328963
225	0.2454522677
226	0.2453297154
227	0.2452417847
228	0.2450326199
229	0.2447675356
230	0.2442534667
231	0.2441616722
232	0.2438560533
233	0.2437151367
234	0.2434974605
235	0.2433398129
236	0.2431299988
237	0.2430032241
238	0.2429472962
239	0.242815604
240	0.2427215485
241	0.2426269682
242	0.2425156239
243	0.2421096291
244	0.2420017071
245	0.2419326737
246	0.2415359293
247	0.2414683769
248	0.241358127
249	0.2410159936
250	0.2408946568
251	0.2408000976
252	0.2407262002
253	0.2404985172
254	0.2403974328
255	0.2403293165
256	0.240127925
257	0.2400338594
258	0.2399346638
259	0.2398192624
260	0.2396942331
261	0.2394340127
262	0.2392782065
263	0.2392056426
264	0.239105834
265	0.2390108018
266	0.2389509303
267	0.2387303367
268	0.23864559
269	0.2385071727
270	0.23842921
271	0.2381700539
272	0.2381008113
273	0.238011844
274	0.2379320133
275	0.2377364283
276	0.2375301043
277	0.2374595663
278	0.2373789094
279	0.2371455025
280	0.2370803978
281	0.2370143632
282	0.2368071747
283	0.2366050512
284	0.2364905004
285	0.2364167051
286	0.2363520434
287	0.2362769269
288	0.2362216426
289	0.2360900311
290	0.2359958109
291	0.2359255361
292	0.2357319972
293	0.2352970884
294	0.2350929181
295	0.2349967317
296	0.234914413
297	0.2348268569
298	0.2347669287
299	0.2345987652
300	0.2345440981
301	0.2344735696
302	0.2344228759
303	0.234365845
304	0.2342894989
305	0.234206411
306	0.2340211384
307	0.2339460168
308	0.2337645265
309	0.2333163245
310	0.233227667
311	0.2330883644
312	0.2330106447
313	0.232933789
314	0.232858981
315	0.232781012
316	0.2327140478
317	0.2325272584
318	0.2323738865
319	0.2322944024
320	0.2321781358
321	0.2321223802
322	0.2315603977
323	0.2312861224
324	0.2311023543
325	0.2310530647
326	0.2309916643
327	0.2307897021
328	0.2305867579
329	0.2304861999
330	0.2304198711
331	0.2302482153
332	0.2300471761
333	0.2299708066
334	0.2299132739
335	0.2298592372
336	0.229808952
337	0.2297529621
338	0.2296920239
339	0.2295623282
340	0.2295078378
341	0.2294585873
342	0.2294002007
343	0.2293413143
344	0.2292859091
345	0.2291949791
346	0.2291287316
347	0.2290851582
348	0.2290243701
349	0.2289685647
350	0.2289128934
351	0.2288658402
352	0.2287946946
353	0.2287336736
354	0.2286728865
355	0.2286185724
356	0.2285655681
357	0.2284732372
358	0.2283037789
359	0.2282484983
360	0.2281325337
361	0.228081168
362	0.2280202538
363	0.2279190791
364	0.2278638184
365	0.2275660397
366	0.2275139606
367	0.2271752867
368	0.2268490349
369	0.2267925986
370	0.2266412804
371	0.2265776076
372	0.2265341216
373	0.2263774605
374	0.2263197649
375	0.226257992
376	0.2261775828
377	0.2260884244
378	0.2260510931
379	0.2259948398
380	0.2259535507
381	0.2259011998
382	0.22585823
383	0.2257935182
384	0.225738031
385	0.2256803193
386	0.2256439024
387	0.2255939549
388	0.2255458507
389	0.2254929079
390	0.2254293854
391	0.2253777929
392	0.2253422784
393	0.2252966873
394	0.2252325245
395	0.2251520344
396	0.2251135782
397	0.2250530422
398	0.224995974
399	0.2249470575
400	0.2248711929
401	0.2248095436
402	0.2247596687
403	0.224713763
404	0.2246698426
405	0.2246288959
406	0.2245868068
407	0.2245074759
408	0.2244468026
409	0.2244036913
410	0.2243482768
411	0.2242967074
412	0.2242273432
413	0.2241607517
414	0.2240792845
415	0.2240187567
416	0.2239185799
417	0.2238713149
418	0.2238301904
419	0.2237865833
420	0.2237463861
421	0.2236868177
422	0.2236391472
423	0.2235156043
424	0.2234608423
425	0.2234276457
426	0.2233826573
427	0.2233453968
428	0.223301761
429	0.2232615735
430	0.2230795687
431	0.223031222
432	0.2229817495
433	0.2228604639
434	0.2227910553
435	0.2227276309
436	0.2226599363
437	0.2226141976
438	0.2225849217
439	0.2225488046
440	0.2223905348
441	0.2223309062
442	0.2222774147
443	0.2221616464
444	0.2221283712
445	0.2220835281
446	0.2220270327
447	0.2219548015
448	0.2219030229
449	0.2218364793
450	0.2217890061
451	0.2217448704
452	0.2216938954
453	0.2216477571
454	0.2215973521
455	0.2215432234
456	0.2215063713
457	0.2214674463
458	0.2214233586
459	0.2213393474
460	0.221266368
461	0.2211981388
462	0.2211337041
463	0.221096333
464	0.221038467
465	0.220934722
466	0.2208857557
467	0.2208268076
468	0.2207926867
469	0.2206772119
470	0.220572448
471	0.2205326893
472	0.2204331742
473	0.2203905263
474	0.2203320511
475	0.2202971603
476	0.2202584181
477	0.2202132026
478	0.2201737289
479	0.2201347795
480	0.2200669254
481	0.2200196769
482	0.2199575806
483	0.2198783544
484	0.2198377628
485	0.2197118302
486	0.2196240461
487	0.2195938406
488	0.2195621877
489	0.2195202281
490	0.2194286203
491	0.2193992115
492	0.2193286317
493	0.2192035331
494	0.219165605
495	0.2191101046
496	0.2190071549
497	0.2189688387
498	0.2189039803
499	0.2188699745
500	0.2188314978
501	0.218789806
502	0.2187407725
503	0.2186645796
504	0.2185831661
505	0.2185391886
506	0.2185058951
507	0.2184642801
508	0.2184277119
509	0.2183825375
510	0.218343805
511	0.2182902349
512	0.2182428473
513	0.218185574
514	0.2181591375
515	0.2180295675
516	0.217983648
517	0.2179410313
518	0.2178203892
519	0.2177791496
520	0.2177048175
521	0.2176570421
522	0.217605332
523	0.2175620288
524	0.2175294061
525	0.2174834641
526	0.2174422213
527	0.2173639285
528	0.2173230093
529	0.2172890476
530	0.2172226507
531	0.2171924072
532	0.2171426516
533	0.2171035479
534	0.2170545404
535	0.2170293935
536	0.2169909007
537	0.2169323124
538	0.2168944895
539	0.2168461937
540	0.2168045721
541	0.2167704536
542	0.2167405264
543	0.2166799103
544	0.2165329068
545	0.2165064607
546	0.2164809695
547	0.2164398634
548	0.2163891845
549	0.2163506117
550	0.2163081665
551	0.2162742479
552	0.216218852
553	0.2161785953
554	0.2161475841
555	0.2161191043
556	0.2160821608
557	0.2160497002
558	0.2159257794
559	0.2158885624
560	0.2158455472
561	0.2158037881
562	0.2157435744
563	0.2156800401
564	0.2156349709
565	0.2155904812
566	0.2155347831
567	0.2154985692
568	0.21543875
569	0.2154017342
570	0.2153713466
571	0.2153289276
572	0.2152802814
573	0.2152349027
574	0.2151843878
575	0.2151460541
576	0.2151067512
577	0.2150575181
578	0.2150010693
579	0.2149758343
580	0.2149183464
581	0.2148716491
582	0.2148396784
583	0.2148027749
584	0.2147553796
585	0.2146970938
586	0.2146261553
587	0.2145878721
588	0.2145481095
589	0.2145077572
590	0.2144764648
591	0.2144382652
592	0.2143402935
593	0.2143074932
594	0.21428012
595	0.2142267326
596	0.2141839118
597	0.214142466
598	0.2141177194
599	0.2140809929
600	0.2140485276
601	0.2140197497
602	0.2139870861
603	0.2139673283
604	0.2139298922
605	0.2138938717
606	0.2137489284
607	0.2137203608
608	0.2136843859
609	0.2136512766
610	0.2136145663
611	0.2135813973
612	0.2135423234
613	0.2134912361
614	0.2134611868
615	0.213412268
616	0.2133720512
617	0.213339172
618	0.2132907349
619	0.2132560028
620	0.2132020741
621	0.2131126305
622	0.2130824669
623	0.2130324079
624	0.2129956768
625	0.2129696747
626	0.2129456519
627	0.2129137648
628	0.2128781626
629	0.2128393985
630	0.2128009709
631	0.2127650096
632	0.2127379488
633	0.2126963738
634	0.2126535437
635	0.2125838177
636	0.2125544186
637	0.2125199847
638	0.2124799964
639	0.2124379188
640	0.2123906481
641	0.2123624735
642	0.2123263545
643	0.2122924125
644	0.2122621096
645	0.2122205607
646	0.2121725073
647	0.212128108
648	0.212079933
649	0.2120139659
650	0.2119840142
651	0.2119588455
652	0.2119284483
653	0.2118688787
654	0.2118343276
655	0.2117988372
656	0.2117658067
657	0.2117280778
658	0.2116372804
659	0.2116035467
660	0.2115656633
661	0.211537457
662	0.2114864005
663	0.211445318
664	0.2114085608
665	0.2113638312
666	0.2113365766
667	0.2112725069
668	0.211237705
669	0.2112040991
670	0.2111638172
671	0.2111273737
672	0.2111075419
673	0.2110700138
674	0.2110410799
675	0.2110114812
676	0.2109716518
677	0.2109357079
678	0.2109027674
679	0.2108763942
680	0.2108430302
681	0.2108108086
682	0.2107349404
683	0.2107120935
684	0.2106782201
685	0.2106360113
686	0.210602466
687	0.2105614024
688	0.2105306878
689	0.2105019985
690	0.2104660529
691	0.2104242201
692	0.2103899758
693	0.2102895829
694	0.2102611328
695	0.2102294499
696	0.2101885494
697	0.2101302058
698	0.2101065865
699	0.2100867979
700	0.2100559345
701	0.2099389942
702	0.2098999353
703	0.2098749773
704	0.2098453808
705	0.2098029686
706	0.2097586128
707	0.2097164294
708	0.2096866125
709	0.2096498785
710	0.2096331361
711	0.2095812087
712	0.2095558782
713	0.2095374141
714	0.2095027027
715	0.2094409989
716	0.2094078174
717	0.2093722823
718	0.2093389523
719	0.2093059648
720	0.2092703362
721	0.2092329154
722	0.2092091361
723	0.2091782763
724	0.2091475402
725	0.2091169666
726	0.2090750997
727	0.2089515863
728	0.2089155423
729	0.2088774521
730	0.2088486374
731	0.208818139
732	0.2087842607
733	0.2087515796
734	0.2087160004
735	0.2086849329
736	0.2086462538
737	0.2086296006
738	0.2086007116
739	0.2085801007
740	0.2085495047
741	0.2085242538
742	0.2084738702
743	0.208394359
744	0.2083687925
745	0.2083341641
746	0.2083125753
747	0.2082725548
748	0.2082544897
749	0.2082224319
750	0.2082026721
751	0.2081743332
752	0.2081396143
753	0.2081062289
754	0.2080605262
755	0.2080290305
756	0.2079961049
757	0.2079671262
758	0.2079344406
759	0.2079134369
760	0.2078897853
761	0.2078484787
762	0.2078166329
763	0.20779322
764	0.2077619919
765	0.2077310211
766	0.2077083562
767	0.2076737796
768	0.2076385555
769	0.2076165907
770	0.2075828673
771	0.2075485594
772	0.2075119173
773	0.2074867112
774	0.2074528226
775	0.2074190401
776	0.2073927085
777	0.2073583587
778	0.2073124534
779	0.2072932097
780	0.207259299
781	0.2072300948
782	0.207194798
783	0.2071604379
784	0.2070890424
785	0.2070527743
786	0.2070179524
787	0.2069758489
788	0.2069440274
789	0.2069027295
790	0.206838919
791	0.2067970029
792	0.2067730594
793	0.206746476
794	0.2067054114
795	0.2066782809
796	0.2066539491
797	0.2066177308
798	0.2065922237
799	0.2065621528
800	0.206541608
801	0.2065090061
802	0.206476032
803	0.2064503022
804	0.2063941864
805	0.2063645704
806	0.2063266408
807	0.2062995731
808	0.2062746018
809	0.2061839945
810	0.20614785
811	0.2061202392
812	0.2060752524
813	0.2060493102
814	0.2060172736
815	0.2059846655
816	0.2059506632
817	0.2059251342
818	0.2058966051
819	0.205869318
820	0.205840916
821	0.2058150106
822	0.2057848067
823	0.2057497588
824	0.2057182152
825	0.2056882941
826	0.2056602426
827	0.2056271946
828	0.2055987869
829	0.205571336
830	0.2055371756
831	0.2055020765
832	0.2054853198
833	0.2054597258
834	0.2054412477
835	0.2054135148
836	0.2053822397
837	0.205350402
838	0.2053318778
839	0.205294777
840	0.2052498264
841	0.2052231586
842	0.2052005531
843	0.2051755879
844	0.2051445647
845	0.2051127962
846	0.2050828129
847	0.2050494422
848	0.2050174946
849	0.204915631
850	0.2048692869
851	0.2048353449
852	0.2047710969
853	0.2047513253
854	0.2047180812
855	0.2046974964
856	0.2046639824
857	0.2045641609
858	0.2045075436
859	0.2044824027
860	0.2044564965
861	0.2044288258
862	0.204391729
863	0.2043536767
864	0.2043274281
865	0.2042943825
866	0.2042655116
867	0.2042273764
868	0.204198427
869	0.204173075
870	0.2041399597
871	0.204100774
872	0.2040601794
873	0.2040254983
874	0.2040030644
875	0.2039780284
876	0.2039332891
877	0.2039021233
878	0.2038534816
879	0.2038245893
880	0.2038004758
881	0.2037781635
882	0.2037567744
883	0.2037312776
884	0.2037059911
885	0.2036745661
886	0.2036512432
887	0.2036268865
888	0.2036001041
889	0.2035642746
890	0.2035329284
891	0.2035029139
892	0.2034728916
893	0.2034394347
894	0.2034051318
895	0.20337731
896	0.2033569594
897	0.2033372134
898	0.2033039931
899	0.2032802775
900	0.2032515828
901	0.2032381604
902	0.2032131878
903	0.2031799543
904	0.203167318
905	0.2031395238
906	0.2031115494
907	0.2030799012
908	0.203053088
909	0.2030277147
910	0.203007477
911	0.2029448507
912	0.202921937
913	0.2028870901
914	0.2028539442
915	0.2028305448
916	0.2028034084
917	0.2027801192
918	0.2027492888
919	0.2027322432
920	0.2027093767
921	0.2026773274
922	0.2026259322
923	0.2025963298
924	0.202567785
925	0.2025067977
926	0.2024879607
927	0.2024636248
928	0.202434984
929	0.2024112966
930	0.2023760796
931	0.2023537559
932	0.2023325387
933	0.202313353
934	0.2022867216
935	0.2022623053
936	0.2022395772
937	0.2022109954
938	0.2021918441
939	0.202164645
940	0.2021343304
941	0.2021061253
942	0.2020310627
943	0.2020021827
944	0.2019826731
945	0.2019520759
946	0.2019330642
947	0.2019045974
948	0.2018854761
949	0.2018566745
950	0.2018385253
951	0.2018130276
952	0.2017872723
953	0.2017524087
954	0.2017234365
955	0.2016969809
956	0.2016712543
957	0.2016479681
958	0.2016282003
959	0.2016064286
960	0.2015769902
961	0.2015389282
962	0.201509192
963	0.2014822828
964	0.2014472901
965	0.2014192823
966	0.2013867549
967	0.2013601874
968	0.2013342892
969	0.2013060474
970	0.2012808947
971	0.2012610804
972	0.2012365365
973	0.2012056534
974	0.2011716049
975	0.2011409735
976	0.2011105542
977	0.2010851145
978	0.2010529705
979	0.2010261935
980	0.2009950427
981	0.2009696495
982	0.2009570032
983	0.2009332615
984	0.2009097895
985	0.2008271262
986	0.2007957627
987	0.2007620162
988	0.2007272521
989	0.2007015845
990	0.2006801178
991	0.2006572405
992	0.2006373714
993	0.2006147405
994	0.2005906751
995	0.2005639185
996	0.2005292253
997	0.2005014258
998	0.2004628457
999	0.2004308301
1000	0.2004025257
1001	0.2003750183
1002	0.2003497801
1003	0.2003274261
1004	0.2003026097
1005	0.2002774459
1006	0.2002430287
1007	0.200215433
1008	0.2001895819
1009	0.2001592458
1010	0.2001338308
1011	0.200110331
1012	0.2000831599
1013	0.2000466594
1014	0.2000241873
1015	0.1999943062
1016	0.1999603177
1017	0.1999258461
1018	0.1998995904
1019	0.1998711798
1020	0.1998173138
1021	0.1997506473
1022	0.1997294343
1023	0.1996960423
1024	0.1996474082
1025	0.1996273825
1026	0.1996102893
1027	0.199588323
1028	0.199570836
1029	0.1995538504
1030	0.1995264367
1031	0.1995083364
1032	0.1994776099
1033	0.1994516026
1034	0.199416356
1035	0.1993899515
1036	0.1993601645
1037	0.1993199328
1038	0.1992884905
1039	0.1992678958
1040	0.1992063597
1041	0.1991866699
1042	0.1991611046
1043	0.1991372705
1044	0.1991113516
1045	0.1990878523
1046	0.1990648353
1047	0.1990461659
1048	0.1990185201
1049	0.198992503
1050	0.1989643927
1051	0.1989464706
1052	0.1989239764
1053	0.1989024012
1054	0.1988776147
1055	0.198849331
1056	0.1988145391
1057	0.1987940866
1058	0.1987655078
1059	0.1987213252
1060	0.1986842549
1061	0.1986526747
1062	0.1986151465
1063	0.1985909593
1064	0.1985626531
1065	0.1985372168
1066	0.1985127667
1067	0.1984885856
1068	0.1984654606
1069	0.1984346389
1070	0.1984124964
1071	0.1983800861
1072	0.1983502618
1073	0.1983304574
1074	0.1983049648
1075	0.1982483892
1076	0.1982299064
1077	0.1982035405
1078	0.1981811093
1079	0.1981630858
1080	0.1981314732
1081	0.198102574
1082	0.1980801179
1083	0.1980311076
1084	0.1980078674
1085	0.1979780304
1086	0.1979543728
1087	0.1979124659
1088	0.19789151
1089	0.197873672
1090	0.1978586216
1091	0.1978407462
1092	0.1978254075
1093	0.1978113257
1094	0.1978002744
1095	0.1977739359
1096	0.1977521033
1097	0.1977180467
1098	0.1976913285
1099	0.1976589849
1100	0.1976301449
1101	0.1976012797
1102	0.197579329
1103	0.1975584202
1104	0.1975349124
1105	0.1975055639
1106	0.1974852143
1107	0.1974636549
1108	0.1974519962
1109	0.1974194868
1110	0.1973882352
1111	0.1973666601
1112	0.1973382349
1113	0.1973150967
1114	0.1972947127
1115	0.1972715949
1116	0.1972445229
1117	0.1972203042
1118	0.1971959714
1119	0.1971528483
1120	0.1971187384
1121	0.1970860356
1122	0.1970665884
1123	0.1970506173
1124	0.1969889348
1125	0.1969302339
1126	0.1969043638
1127	0.1968651275
1128	0.196836773
1129	0.1968118993
1130	0.1967848232
1131	0.1967611438
1132	0.1967372147
1133	0.1966943663
1134	0.1966685112
1135	0.1966474844
1136	0.1966199934
1137	0.1966040647
1138	0.196581826
1139	0.1965588025
1140	0.19653331
1141	0.196503929
1142	0.196483102
1143	0.1964402102
1144	0.1964135437
1145	0.1963952964
1146	0.1963703709
1147	0.1963549761
1148	0.1963259482
1149	0.1963053296
1150	0.1962770761
1151	0.1962505815
1152	0.1962268921
1153	0.1961965156
1154	0.1961769356
1155	0.1961129532
1156	0.1960901243
1157	0.1960647907
1158	0.1960269314
1159	0.1959959805
1160	0.1959666284
1161	0.1959412772
1162	0.1959132613
1163	0.1958926722
1164	0.1958645181
1165	0.1957901794
1166	0.1957629086
1167	0.1957426615
1168	0.1957210366
1169	0.1956819984
1170	0.1956552365
1171	0.1956306496
1172	0.1956066438
1173	0.1955773409
1174	0.1955504146
1175	0.1955227248
1176	0.1954954493
1177	0.195471855
1178	0.195413691
1179	0.1953755592
1180	0.1953457857
1181	0.1953228364
1182	0.1952996024
1183	0.195271882
1184	0.1952229628
1185	0.1952053314
1186	0.1951847257
1187	0.1951636095
1188	0.195132615
1189	0.1950939583
1190	0.1950678698
1191	0.1950374114
1192	0.1950116124
1193	0.1949885944
1194	0.1949681859
1195	0.1949479398
1196	0.1949290589
1197	0.1949107958
1198	0.1948909538
1199	0.1948523892
1200	0.1948216563
1201	0.1948046461
1202	0.1947713498
1203	0.1947485962
1204	0.1947134004
1205	0.1946934975
1206	0.194672379
1207	0.1946514834
1208	0.1946367128
1209	0.1946121173
1210	0.1945609601
1211	0.1945207545
1212	0.1945069266
1213	0.1944820419
1214	0.1944512963
1215	0.1944164999
1216	0.1943980972
1217	0.1943668211
1218	0.1943403546
1219	0.1943214009
1220	0.1942733512
1221	0.1942451559
1222	0.1942206207
1223	0.1941335364
1224	0.1941084331
1225	0.1940852298
1226	0.1940600021
1227	0.1940415208
1228	0.194018996
1229	0.1940018027
1230	0.1939773323
1231	0.1939543488
1232	0.1939372216
1233	0.1939127047
1234	0.1938969304
1235	0.1938729924
1236	0.1938440747
1237	0.1938228574
1238	0.1937945611
1239	0.1937708547
1240	0.193744042
1241	0.193724831
1242	0.1937102115
1243	0.1936814415
1244	0.1936626369
1245	0.1936433422
1246	0.1936186585
1247	0.1935929445
1248	0.1935591945
1249	0.1935402076
1250	0.1935207534
1251	0.1934990826
1252	0.193477378
1253	0.1934567696
1254	0.1934410635
1255	0.1934203373
1256	0.1934007405
1257	0.1933819658
1258	0.1933611057
1259	0.1933390914
1260	0.1933175101
1261	0.1933011642
1262	0.193281402
1263	0.193244346
1264	0.1932235179
1265	0.1932106957
1266	0.1931865213
1267	0.1931635437
1268	0.1931422343
1269	0.1931208494
1270	0.1930935245
1271	0.1930689723
1272	0.1930380481
1273	0.1930211696
1274	0.1930028687
1275	0.1929866635
1276	0.1929710912
1277	0.1929483773
1278	0.192918975
1279	0.1929028362
1280	0.1928752906
1281	0.1928332962
1282	0.1928109401
1283	0.1927772892
1284	0.1927502669
1285	0.1927294174
1286	0.1927045804
1287	0.1926829497
1288	0.1926664822
1289	0.1926331999
1290	0.1926001158
1291	0.1925794578
1292	0.1925577682
1293	0.1925375734
1294	0.1925152127
1295	0.1924987411
1296	0.1924733577
1297	0.1924470477
1298	0.1924328557
1299	0.192408146
1300	0.1923828916
1301	0.1923692275
1302	0.1923519361
1303	0.1923349842
1304	0.1923147272
1305	0.1922824357
1306	0.1922560735
1307	0.1922319507
1308	0.1922067688
1309	0.1921914621
1310	0.1921718954
1311	0.1921478972
1312	0.1921203141
1313	0.192100645
1314	0.1920723198
1315	0.1920504154
1316	0.1920261093
1317	0.1920042751
1318	0.1919780071
1319	0.1919529561
1320	0.1919267277
1321	0.1919126765
1322	0.1918850782
1323	0.1918561417
1324	0.1918350766
1325	0.1918050254
1326	0.1917914916
1327	0.1917710241
1328	0.1917501359
1329	0.1917358333
1330	0.1917007303
1331	0.1916834396
1332	0.1916580216
1333	0.1916272872
1334	0.1915949401
1335	0.1915744691
1336	0.1915526091
1337	0.1915335109
1338	0.1915151992
1339	0.191488551
1340	0.191457391
1341	0.1914313169
1342	0.1914011891
1343	0.1913829033
1344	0.1913669191
1345	0.1913431045
1346	0.1913214861
1347	0.1913012617
1348	0.1912713429
1349	0.191240656
1350	0.1911661228
1351	0.1910884891
1352	0.1910077511
1353	0.190935114
1354	0.1909096617
1355	0.1908807257
1356	0.1908578255
1357	0.1908436799
1358	0.1908168178
1359	0.1907909846
1360	0.190769477
1361	0.1907409979
1362	0.1907205968
1363	0.1906981942
1364	0.1906726459
1365	0.1906498564
1366	0.1906287416
1367	0.1906069359
1368	0.190587469
1369	0.1905707248
1370	0.1905470226
1371	0.1905256065
1372	0.1905039699
1373	0.1904900071
1374	0.1904637028
1375	0.1904504322
1376	0.1904162712
1377	0.1903916896
1378	0.1903680796
1379	0.1903421596
1380	0.1903199124
1381	0.1902976403
1382	0.1902817182
1383	0.1902641123
1384	0.1902058763
1385	0.1901895715
1386	0.1901688094
1387	0.1901532114
1388	0.1901339034
1389	0.1901165979
1390	0.1900993969
1391	0.190084328
1392	0.1900618074
1393	0.1900343642
1394	0.1900196661
1395	0.1899944046
1396	0.189970749
1397	0.1899556181
1398	0.1899319786
1399	0.1899071134
1400	0.1898931043
1401	0.1898662731
1402	0.1898519013
1403	0.1898358537
1404	0.1898146041
1405	0.1897985074
1406	0.1897651898
1407	0.1897423929
1408	0.1897238287
1409	0.1896975491
1410	0.1896770066
1411	0.1896520358
1412	0.189636155
1413	0.1896149323
1414	0.1895946271
1415	0.1895780304
1416	0.1895618111
1417	0.1895478564
1418	0.1895163631
1419	0.1894909015
1420	0.1894716201
1421	0.1894397991
1422	0.1894221431
1423	0.1894039213
1424	0.1893799483
1425	0.1893586124
1426	0.1893401889
1427	0.189315523
1428	0.189290299
1429	0.1892606079
1430	0.1892281948
1431	0.1892029271
1432	0.1891723663
1433	0.189147156
1434	0.1891137578
1435	0.1890945611
1436	0.1890770408
1437	0.1890539537
1438	0.1890275493
1439	0.189011113
1440	0.1889874502
1441	0.188966329
1442	0.1889449044
1443	0.1889144364
1444	0.188892163
1445	0.1888663427
1446	0.1888376843
1447	0.1888163163
1448	0.1887981649
1449	0.1887735453
1450	0.1887469121
1451	0.1887179788
1452	0.1886999144
1453	0.1886826347
1454	0.1886659249
1455	0.1886486593
1456	0.1886177956
1457	0.188590661
1458	0.1885585819
1459	0.1885300705
1460	0.1885140781
1461	0.1884988076
1462	0.1884787294
1463	0.1884526055
1464	0.1884346246
1465	0.1884144149
1466	0.1884025615
1467	0.18834104
1468	0.1883207717
1469	0.1883014434
1470	0.1882725489
1471	0.188251652
1472	0.1882340985
1473	0.188217521
1474	0.1881947963
1475	0.1881692633
1476	0.1881487168
1477	0.1881309658
1478	0.1881134438
1479	0.1880872697
1480	0.1880540728
1481	0.1880361282
1482	0.1880077849
1483	0.1879895933
1484	0.1879730167
1485	0.1879503158
1486	0.1879226887
1487	0.1879011787
1488	0.1878819105
1489	0.187862826
1490	0.1878395274
1491	0.1878268669
1492	0.1878002666
1493	0.1877682175
1494	0.1877410914
1495	0.1877174673
1496	0.1877022078
1497	0.1876896882
1498	0.1876685019
1499	0.187642063
1500	0.1876123277
1501	0.1875946684
1502	0.1875779795
1503	0.1875381556
1504	0.1875254988
1505	0.187517424
1506	0.1874988252
1507	0.1874649544
1508	0.1874463537
1509	0.1874247216
1510	0.1873984191
1511	0.1873813037
1512	0.1873585338
